# rxnID	MNXID	met_model	met_standard_name	Smiles	genes	refID	Kcat value (substrate first)
r_0003_fwd	MNXM2757;MNXM8	(R,R)-2,3-butanediol;NAD	(R,R)-butane-2,3-diol;NAD(+)	C[C@@H](O)[C@@H](C)O;NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1309	chebi:16982;chebi:57540	7.9479;8.1877
r_1028_7	MNXM3;MNXM732786	ATP;taurocholic acid	ATP;taurocholate	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;C[C@H](CCC(=O)NCCS([O-])(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_902	chebi:30616;chebi:36257	1.4459;1.4447
r_1085_1	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1030;yHMPu5000041829_Debaryomyces_fabryi@Seq_1128;yHMPu5000041829_Debaryomyces_fabryi@Seq_1606;yHMPu5000041829_Debaryomyces_fabryi@Seq_1860;yHMPu5000041829_Debaryomyces_fabryi@Seq_2670;yHMPu5000041829_Debaryomyces_fabryi@Seq_2859;yHMPu5000041829_Debaryomyces_fabryi@Seq_2882;yHMPu5000041829_Debaryomyces_fabryi@Seq_3234;yHMPu5000041829_Debaryomyces_fabryi@Seq_342;yHMPu5000041829_Debaryomyces_fabryi@Seq_3797;yHMPu5000041829_Debaryomyces_fabryi@Seq_500;yHMPu5000041829_Debaryomyces_fabryi@Seq_672;yHMPu5000041829_Debaryomyces_fabryi@Seq_712	chebi:30616	2.3120,1.6698,3.5862,0.3377,23.0039,65.3206,12.1312,0.1598,0.2744,20.0012,1.1950,0.5036,5.7534
r_1085_2	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1128;yHMPu5000041829_Debaryomyces_fabryi@Seq_1606;yHMPu5000041829_Debaryomyces_fabryi@Seq_1860;yHMPu5000041829_Debaryomyces_fabryi@Seq_2670;yHMPu5000041829_Debaryomyces_fabryi@Seq_2859;yHMPu5000041829_Debaryomyces_fabryi@Seq_2882;yHMPu5000041829_Debaryomyces_fabryi@Seq_3234;yHMPu5000041829_Debaryomyces_fabryi@Seq_342;yHMPu5000041829_Debaryomyces_fabryi@Seq_3797;yHMPu5000041829_Debaryomyces_fabryi@Seq_500;yHMPu5000041829_Debaryomyces_fabryi@Seq_672;yHMPu5000041829_Debaryomyces_fabryi@Seq_712;yHMPu5000041829_Debaryomyces_fabryi@Seq_4158	chebi:30616	1.6698,3.5862,0.3377,23.0039,65.3206,12.1312,0.1598,0.2744,20.0012,1.1950,0.5036,5.7534,7.7720
r_1086_1	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1030;yHMPu5000041829_Debaryomyces_fabryi@Seq_1128;yHMPu5000041829_Debaryomyces_fabryi@Seq_1606;yHMPu5000041829_Debaryomyces_fabryi@Seq_1860;yHMPu5000041829_Debaryomyces_fabryi@Seq_2670;yHMPu5000041829_Debaryomyces_fabryi@Seq_2859;yHMPu5000041829_Debaryomyces_fabryi@Seq_2882;yHMPu5000041829_Debaryomyces_fabryi@Seq_3234;yHMPu5000041829_Debaryomyces_fabryi@Seq_342;yHMPu5000041829_Debaryomyces_fabryi@Seq_3797;yHMPu5000041829_Debaryomyces_fabryi@Seq_500;yHMPu5000041829_Debaryomyces_fabryi@Seq_672;yHMPu5000041829_Debaryomyces_fabryi@Seq_712	chebi:30616	2.3120,1.6698,3.5862,0.3377,23.0039,65.3206,12.1312,0.1598,0.2744,20.0012,1.1950,0.5036,5.7534
r_1086_2	MNXM3	ATP	ATP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1128;yHMPu5000041829_Debaryomyces_fabryi@Seq_1606;yHMPu5000041829_Debaryomyces_fabryi@Seq_1860;yHMPu5000041829_Debaryomyces_fabryi@Seq_2670;yHMPu5000041829_Debaryomyces_fabryi@Seq_2859;yHMPu5000041829_Debaryomyces_fabryi@Seq_2882;yHMPu5000041829_Debaryomyces_fabryi@Seq_3234;yHMPu5000041829_Debaryomyces_fabryi@Seq_342;yHMPu5000041829_Debaryomyces_fabryi@Seq_3797;yHMPu5000041829_Debaryomyces_fabryi@Seq_500;yHMPu5000041829_Debaryomyces_fabryi@Seq_672;yHMPu5000041829_Debaryomyces_fabryi@Seq_712;yHMPu5000041829_Debaryomyces_fabryi@Seq_4158	chebi:30616	1.6698,3.5862,0.3377,23.0039,65.3206,12.1312,0.1598,0.2744,20.0012,1.1950,0.5036,5.7534,7.7720
r_1099_fwd	MNXM20;MNXM263	2-oxoglutarate;2-oxoadipic acid	2-oxoglutarate;2-oxoadipate	[O-]C(=O)CCC(=O)C([O-])=O;[O-]C(=O)CCCC(=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5001	chebi:16810;chebi:57499	426.9684;292.7991
r_1099_rvs	MNXM263;MNXM20	2-oxoadipic acid;2-oxoglutarate	2-oxoadipate;2-oxoglutarate	[O-]C(=O)CCCC(=O)C([O-])=O;[O-]C(=O)CCC(=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5001	chebi:57499;chebi:16810	292.7991;426.9684
r_1101_1	MNXM192	gamma-aminobutyrate	4-aminobutanoate	[NH3+]CCCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4371	chebi:59888	0.8747
r_1101_2	MNXM192	gamma-aminobutyrate	4-aminobutanoate	[NH3+]CCCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5156	chebi:59888	0.9394
r_1101_3	MNXM192	gamma-aminobutyrate	4-aminobutanoate	[NH3+]CCCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5301	chebi:59888	0.7082
r_1102_1	MNXM405	5-aminolevulinate	5-aminolevulinate	[NH3+]CC(=O)CCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5156	chebi:356416	8.1469
r_1102_2	MNXM405	5-aminolevulinate	5-aminolevulinate	[NH3+]CC(=O)CCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5301	chebi:356416	6.3066
r_1104_fwd	MNXM726864	8-amino-7-oxononanoate	8-amino-7-oxononanoate	CC([NH3+])C(=O)CCCCCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4682	chebi:57532	7.0787
r_1104_rvs	MNXM726864	8-amino-7-oxononanoate	8-amino-7-oxononanoate	CC([NH3+])C(=O)CCCCCC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_4682	chebi:57532	7.0787
r_1106_1_fwd	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1800	chebi:30089	4.6404
r_1106_1_rvs	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1800	chebi:30089	4.6404
r_1106_2_fwd	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3496	chebi:30089	64.5293
r_1106_2_rvs	MNXM26	acetate	acetate	CC([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3496	chebi:30089	64.5293
r_1108_1	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	yHMPu5000041829_Debaryomyces_fabryi@Seq_3102	chebi:16708	115.1948
r_1108_2	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	yHMPu5000041829_Debaryomyces_fabryi@Seq_4369	chebi:16708	6.9196
r_1108_3	MNXM168	adenine	adenine	Nc1ncnc2[nH]cnc12	yHMPu5000041829_Debaryomyces_fabryi@Seq_5011	chebi:16708	12.3529
r_1109	MNXM212	adenosine	adenosine	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3778	chebi:16335	18.1982
r_1110_fwd	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_701	chebi:30616;chebi:456216	34.5101;31.7087
r_1110_rvs	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_701	chebi:30616;chebi:456216	34.5101;31.7087
r_1111	MNXM3;MNXM7	ATP;ADP	ATP;ADP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3243	chebi:30616;chebi:456216	2.5140;2.4970
r_1112_fwd	MNXM20;MNXM727997	2-oxoglutarate;citrate	2-oxoglutarate;citrate	[O-]C(=O)CCC(=O)C([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_764	chebi:16810;chebi:16947	1065.6972;518.4002
r_1112_rvs	MNXM20;MNXM727997	2-oxoglutarate;citrate	2-oxoglutarate;citrate	[O-]C(=O)CCC(=O)C([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_764	chebi:16810;chebi:16947	1065.6972;518.4002
r_1113_1	MNXM584	allantoate	allantoate	NC(=O)NC(NC(N)=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1281	chebi:17536	500.5896
r_1113_2	MNXM584	allantoate	allantoate	NC(=O)NC(NC(N)=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3167	chebi:17536	884.9321
r_1113_3	MNXM584	allantoate	allantoate	NC(=O)NC(NC(N)=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_759	chebi:17536	516.9103
r_1114	MNXM738834	allantoin	allantoin	NC(=O)NC1NC(=O)NC1=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_599	chebi:15676	230.1561
r_1115_1_fwd	MNXM729302	ammonium	NH4(+)	[NH4+]	yHMPu5000041829_Debaryomyces_fabryi@Seq_37	chebi:28938	274.3131
r_1115_1_rvs	MNXM729302	ammonium	NH4(+)	[NH4+]	yHMPu5000041829_Debaryomyces_fabryi@Seq_37	chebi:28938	274.3131
r_1115_2_fwd	MNXM729302	ammonium	NH4(+)	[NH4+]	yHMPu5000041829_Debaryomyces_fabryi@Seq_5515	chebi:28938	247.2011
r_1115_2_rvs	MNXM729302	ammonium	NH4(+)	[NH4+]	yHMPu5000041829_Debaryomyces_fabryi@Seq_5515	chebi:28938	247.2011
r_1116	MNXM3;MNXM728294	ATP;AMP	ATP;AMP	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O;Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3243	chebi:30616;chebi:456215	2.5140;3.2061
r_1118	MNXM741173;MNXM735836	L-glutamate;L-aspartate	L-glutamate;L-aspartate	[NH3+][C@@H](CCC([O-])=O)C([O-])=O;[NH3+][C@@H](CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1146	chebi:29985;chebi:29991	15.7774;16.3308
r_1119_1	MNXM304	biotin	biotin	[O-]C(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12	yHMPu5000041829_Debaryomyces_fabryi@Seq_2494	chebi:57586	10.2646
r_1119_2	MNXM304	biotin	biotin	[O-]C(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12	yHMPu5000041829_Debaryomyces_fabryi@Seq_2673	chebi:57586	3.2321
r_1125_1	MNXM90	choline	choline	C[N+](C)(C)CCO	yHMPu5000041829_Debaryomyces_fabryi@Seq_3147	chebi:15354	0.4383
r_1125_2	MNXM90	choline	choline	C[N+](C)(C)CCO	yHMPu5000041829_Debaryomyces_fabryi@Seq_3291	chebi:15354	4.0092
r_1125_3	MNXM90	choline	choline	C[N+](C)(C)CCO	yHMPu5000041829_Debaryomyces_fabryi@Seq_4487	chebi:15354	5.5523
r_1126_fwd	MNXM727997;MNXM98	citrate;(S)-malate	citrate;(S)-malate	OC(CC([O-])=O)(CC([O-])=O)C([O-])=O;O[C@@H](CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3590	chebi:16947;chebi:15589	19.9489;11.9723
r_1126_rvs	MNXM727997;MNXM98	citrate;(S)-malate	citrate;(S)-malate	OC(CC([O-])=O)(CC([O-])=O)C([O-])=O;O[C@@H](CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3590	chebi:16947;chebi:15589	19.9489;11.9723
r_1127_fwd	MNXM73;MNXM727997	phosphoenolpyruvate;citrate	phosphoenolpyruvate;citrate	[O-]C(=O)C(=C)OP([O-])([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3590	chebi:58702;chebi:16947	10.2605;19.9489
r_1127_rvs	MNXM73;MNXM727997	phosphoenolpyruvate;citrate	phosphoenolpyruvate;citrate	[O-]C(=O)C(=C)OP([O-])([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3590	chebi:58702;chebi:16947	10.2605;19.9489
r_1128_fwd	MNXM89661;MNXM727997	isocitrate;citrate	isocitrate;citrate	OC(C(CC([O-])=O)C([O-])=O)C([O-])=O;OC(CC([O-])=O)(CC([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3590	chebi:16087;chebi:16947	14.6416;19.9489
r_1128_rvs	MNXM727997;MNXM89661	citrate;isocitrate	citrate;isocitrate	OC(CC([O-])=O)(CC([O-])=O)C([O-])=O;OC(C(CC([O-])=O)C([O-])=O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3590	chebi:16947;chebi:16087	19.9489;14.6416
r_1129	MNXM727276	coenzyme A	CoA	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS	yHMPu5000041829_Debaryomyces_fabryi@Seq_4710	chebi:57287	24.5146
r_1130	MNXM63;MNXM31	CTP;CMP	CTP;CMP	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_335	chebi:37563;chebi:60377	43.2083;56.4357
r_1131	MNXM63;MNXM31	CTP;CMP	CTP;CMP	Nc1ccn([C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1;Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_335	chebi:37563;chebi:60377	43.2083;56.4357
r_1132	MNXM731553	cytidine	cytidine	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_3778	chebi:17562	24.0749
r_1133_1	MNXM761	cytosine	cytosine	Nc1cc[nH]c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_3102	chebi:16040	102.1923
r_1133_2	MNXM761	cytosine	cytosine	Nc1cc[nH]c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_4369	chebi:16040	5.7212
r_1133_3	MNXM761	cytosine	cytosine	Nc1cc[nH]c(=O)n1	yHMPu5000041829_Debaryomyces_fabryi@Seq_5011	chebi:16040	12.0313
r_1134	MNXM729613	D-fructose	D-fructose	OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3784	chebi:37721	1.4946
r_1135_1	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1587	chebi:4139	1.7370
r_1135_2	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1953	chebi:4139	3.5520
r_1135_3	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3366	chebi:4139	12.9081
r_1135_4	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_631	chebi:4139	6.9840
r_1135_5	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_758	chebi:4139	5.9423
r_1135_6	MNXM735264	D-galactose	D-galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_984	chebi:4139	1.4191
r_1136_1_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2321	chebi:16004	1.5757
r_1136_1_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_2321	chebi:16004	1.5757
r_1136_2_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3958	chebi:16004	0.5540
r_1136_2_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_3958	chebi:16004	0.5540
r_1136_3_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5329	chebi:16004	0.3683
r_1136_3_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_5329	chebi:16004	0.3683
r_1136_4_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_729	chebi:16004	5.5218
r_1136_4_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_729	chebi:16004	5.5218
r_1136_5_fwd	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_885	chebi:16004	4.1086
r_1136_5_rvs	MNXM731834	(R)-lactate	(R)-lactate	C[C@@H](O)C([O-])=O	yHMPu5000041829_Debaryomyces_fabryi@Seq_885	chebi:16004	4.1086
r_1139_1	MNXM731377	D-mannose	D-mannose	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1587	chebi:4208	1.7370
r_1139_2	MNXM731377	D-mannose	D-mannose	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_1953	chebi:4208	3.5520
r_1139_3	MNXM731377	D-mannose	D-mannose	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	yHMPu5000041829_Debaryomyces_fabryi@Seq_758	chebi:4208	5.9423
r_1146_1_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_1675	chebi:23929	0.8009
r_1146_1_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_1675	chebi:23929	0.8009
r_1146_2_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_2544	chebi:23929	0.2409
r_1146_2_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_2544	chebi:23929	0.2409
r_1146_3_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_2700	chebi:23929	4.3001
r_1146_3_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_2700	chebi:23929	4.3001
r_1146_4_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_3390	chebi:23929	0.6280
r_1146_4_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_3390	chebi:23929	0.6280
r_1146_5_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_3461	chebi:23929	0.5337
r_1146_5_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_3461	chebi:23929	0.5337
r_1146_6_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4466	chebi:23929	0.4897
r_1146_6_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4466	chebi:23929	0.4897
r_1146_7_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4614	chebi:23929	0.7302
r_1146_7_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4614	chebi:23929	0.7302
r_1146_8_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4680	chebi:23929	1.2485
r_1146_8_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_4680	chebi:23929	1.2485
r_1146_9_fwd	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_614	chebi:23929	0.8528
r_1146_9_rvs	MNXM52365	episterol	episterol	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_614	chebi:23929	0.8528
r_1147_1_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_1675	chebi:16933	0.5883
r_1147_1_rvs	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_1675	chebi:16933	0.5883
r_1147_2_fwd	MNXM741449	ergosterol	ergosterol	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	yHMPu5000041829_Debaryomyces_fabryi@Seq_2544	chebi:16933	0.4380
